"pathway","source","size","FAC_vs_Cont:
p-value","FAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","FAC_vs_Cont:
Normalized enrichment score","LiproxposFAC_vs_Cont:
p-value","LiproxposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","LiproxposFAC_vs_Cont:
Normalized enrichment score","MTposFAC_vs_Cont:
p-value","MTposFAC_vs_Cont:
Benjamin-Hochberg adjusted p-value","MTposFAC_vs_Cont:
Normalized enrichment score"
"BIOCARTA_PPARA_PATHWAY","BIOCARTA",52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PPARG_PATHWAY","BIOCARTA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PRC2_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PRION_PATHWAY","BIOCARTA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PROTEASOME_PATHWAY","BIOCARTA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PS1_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PTC1_PATHWAY","BIOCARTA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PTDINS_PATHWAY","BIOCARTA",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PTEN_PATHWAY","BIOCARTA",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_PYK2_PATHWAY","BIOCARTA",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RAB_PATHWAY","BIOCARTA",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RAC1_PATHWAY","BIOCARTA",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RACC_PATHWAY","BIOCARTA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RACCYCD_PATHWAY","BIOCARTA",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RAN_PATHWAY","BIOCARTA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RANBP2_PATHWAY","BIOCARTA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RANKL_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RANMS_PATHWAY","BIOCARTA",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RARRXR_PATHWAY","BIOCARTA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RAS_PATHWAY","BIOCARTA",22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RB_PATHWAY","BIOCARTA",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RECK_PATHWAY","BIOCARTA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_REELIN_PATHWAY","BIOCARTA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RELA_PATHWAY","BIOCARTA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RHO_PATHWAY","BIOCARTA",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RHODOPSIN_PATHWAY","BIOCARTA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RNA_PATHWAY","BIOCARTA",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_RNAPOL3_PATHWAY","BIOCARTA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_S1P_PATHWAY","BIOCARTA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SALMONELLA_PATHWAY","BIOCARTA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SAM68_PATHWAY","BIOCARTA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SARS_PATHWAY","BIOCARTA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SET_PATHWAY","BIOCARTA",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SHH_PATHWAY","BIOCARTA",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SKP2E2F_PATHWAY","BIOCARTA",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SLRP_PATHWAY","BIOCARTA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SM_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SODD_PATHWAY","BIOCARTA",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SPPA_PATHWAY","BIOCARTA",16,0.7410678442392613,0.8595684083689342,-0.8430749508093441,0.21633825944170773,0.41907991620737506,-1.193940815222972,0.3895870736086176,0.6297434888468065,-1.0767207605458127
"BIOCARTA_SPRY_PATHWAY","BIOCARTA",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SRCRPTP_PATHWAY","BIOCARTA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_STAT3_PATHWAY","BIOCARTA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_STATHMIN_PATHWAY","BIOCARTA",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_STEM_PATHWAY","BIOCARTA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_STRESS_PATHWAY","BIOCARTA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_SUMO_PATHWAY","BIOCARTA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TALL1_PATHWAY","BIOCARTA",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TCAPOPTOSIS_PATHWAY","BIOCARTA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TCR_PATHWAY","BIOCARTA",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TCRA_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TCYTOTOXIC_PATHWAY","BIOCARTA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TEL_PATHWAY","BIOCARTA",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TERC_PATHWAY","BIOCARTA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TERT_PATHWAY","BIOCARTA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TFF_PATHWAY","BIOCARTA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TGFB_PATHWAY","BIOCARTA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TH1TH2_PATHWAY","BIOCARTA",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_THELPER_PATHWAY","BIOCARTA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TID_PATHWAY","BIOCARTA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TNFR1_PATHWAY","BIOCARTA",29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TNFR2_PATHWAY","BIOCARTA",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TOB1_PATHWAY","BIOCARTA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TOLL_PATHWAY","BIOCARTA",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TPO_PATHWAY","BIOCARTA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TRKA_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TSP1_PATHWAY","BIOCARTA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_TUBBY_PATHWAY","BIOCARTA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_UCALPAIN_PATHWAY","BIOCARTA",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_VDR_PATHWAY","BIOCARTA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_VEGF_PATHWAY","BIOCARTA",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_VIP_PATHWAY","BIOCARTA",26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_VITCB_PATHWAY","BIOCARTA",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_VOBESITY_PATHWAY","BIOCARTA",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_WNT_LRP6_PATHWAY","BIOCARTA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIOCARTA_WNT_PATHWAY","BIOCARTA",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_2FE_2S_CLUSTER_ASSEMBLY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_3_UTR_MEDIATED_MRNA_DESTABILIZATION","GOBP",17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION","GOBP",24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ABSCISSION","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACETATE_ESTER_TRANSPORT","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS_FROM_PYRUVATE","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACETYL_COA_METABOLIC_PROCESS","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACETYLCHOLINE_METABOLIC_PROCESS","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACID_SECRETION","GOBP",47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACIDIC_AMINO_ACID_TRANSPORT","GOBP",63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACROSOMAL_VESICLE_EXOCYTOSIS","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACROSOME_ASSEMBLY","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACROSOME_REACTION","GOBP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_CROSSLINK_FORMATION","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_CYTOSKELETON_REORGANIZATION","GOBP",108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT","GOBP",133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_BASED_PROCESS","GOBP",808,0.04661354581673307,0.5000362187613183,1.306661746500171,0.4221399337361138,0.5683679762102937,1.0534326236040843,0.7053517739025857,0.8798256799207729,0.8652856049748384
"GOBP_ACTIN_FILAMENT_BASED_TRANSPORT","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION","GOBP",164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION","GOBP",59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_NETWORK_FORMATION","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_ORGANIZATION","GOBP",449,0.04661354581673307,0.5000362187613183,1.306661746500171,0.4221399337361138,0.5683679762102937,1.0534326236040843,0.7053517739025857,0.8798256799207729,0.8652856049748384
"GOBP_ACTIN_FILAMENT_POLYMERIZATION","GOBP",166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_REORGANIZATION","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_FILAMENT_SEVERING","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_MEDIATED_CELL_CONTRACTION","GOBP",103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_MODIFICATION","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_NUCLEATION","GOBP",52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_POLYMERIZATION_DEPENDENT_CELL_MOTILITY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION","GOBP",196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTION_POTENTIAL","GOBP",143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATED_T_CELL_PROLIFERATION","GOBP",50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY","GOBP",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY","GOBP",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS","GOBP",81,0.4828685258964143,0.8595684083689342,1.0117902746924874,0.011494252873563218,0.21876158694846123,-1.327319515653706,0.09694793536804308,0.6297434888468065,-1.271837881196643
"GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_GTPASE_ACTIVITY","GOBP",113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_IMMUNE_RESPONSE","GOBP",379,0.46917109024091463,0.8595684083689342,-1.0255554187064686,0.6295873740254802,0.7794831478793743,0.874749169598001,0.8084223013048636,0.8931155160456185,0.7179029605878836
"GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE","GOBP",58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_MEIOSIS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY","GOBP",18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY","GOBP",30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY","GOBP",141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY","GOBP",31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_C_ACTIVITY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY","GOBP",48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION","GOBP",199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACUTE_INFLAMMATORY_RESPONSE","GOBP",113,0.9385347682119205,0.9473656077783658,-0.5693450928309569,0.27856090889964236,0.4498266066983283,-1.191151964047443,0.795893474283391,0.8931155160456185,-0.7232346460487254
"GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS","GOBP",25,0.7798073063026897,0.8595684083689342,-0.8174544394837041,0.2558955369323719,0.41907991620737506,1.160175092105726,0.24353577871316898,0.6297434888468065,1.169560652381099
"GOBP_ACUTE_PHASE_RESPONSE","GOBP",48,0.7241241241241241,0.8595684083689342,-0.8491754959023392,0.6559364548494984,0.8096286785799247,-0.8982536481050499,0.9894274885298224,0.9894274885298224,0.46823408059398275
"GOBP_ACYL_CARNITINE_TRANSMEMBRANE_TRANSPORT","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACYLGLYCEROL_HOMEOSTASIS","GOBP",42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ACYLGLYCEROL_TRANSPORT","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADAPTATION_OF_SIGNALING_PATHWAY","GOBP",23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADAPTIVE_IMMUNE_RESPONSE","GOBP",719,0.46917109024091463,0.8595684083689342,-1.0255554187064686,0.6295873740254802,0.7794831478793743,0.874749169598001,0.8084223013048636,0.8931155160456185,0.7179029605878836
"GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS","GOBP",363,0.46917109024091463,0.8595684083689342,-1.0255554187064686,0.6295873740254802,0.7794831478793743,0.874749169598001,0.8084223013048636,0.8931155160456185,0.7179029605878836
"GOBP_ADAPTIVE_THERMOGENESIS","GOBP",159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENOHYPOPHYSIS_DEVELOPMENT","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENOSINE_METABOLIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENOSINE_TO_INOSINE_EDITING","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP",155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY","GOBP",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP",78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_INHIBITING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY","GOBP",244,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADHERENS_JUNCTION_ASSEMBLY","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADHERENS_JUNCTION_MAINTENANCE","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADHERENS_JUNCTION_ORGANIZATION","GOBP",50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","GOBP",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADIPOSE_TISSUE_DEVELOPMENT","GOBP",46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADP_BIOSYNTHETIC_PROCESS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADP_METABOLIC_PROCESS","GOBP",90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADP_TRANSPORT","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADRENAL_GLAND_DEVELOPMENT","GOBP",27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY","GOBP",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADRENOMEDULLIN_RECEPTOR_SIGNALING_PATHWAY","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADULT_BEHAVIOR","GOBP",136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADULT_FEEDING_BEHAVIOR","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADULT_HEART_DEVELOPMENT","GOBP",14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ADULT_LOCOMOTORY_BEHAVIOR","GOBP",76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_AEROBIC_RESPIRATION","GOBP",187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_AGGREPHAGY","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_AGGRESOME_ASSEMBLY","GOBP",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_AGGRESSIVE_BEHAVIOR","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_AGING","GOBP",313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALANINE_CATABOLIC_PROCESS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALANINE_TRANSPORT","GOBP",15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS","GOBP",143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALCOHOL_CATABOLIC_PROCESS","GOBP",55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALCOHOL_METABOLIC_PROCESS","GOBP",361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS","GOBP",16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDEHYDE_CATABOLIC_PROCESS","GOBP",13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDITOL_BIOSYNTHETIC_PROCESS","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDITOL_CATABOLIC_PROCESS","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDITOL_METABOLIC_PROCESS","GOBP",21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALDITOL_PHOSPHATE_METABOLIC_PROCESS","GOBP",11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALKALOID_METABOLIC_PROCESS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALKANESULFONATE_METABOLIC_PROCESS","GOBP",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALLANTOIN_METABOLIC_PROCESS","GOBP",8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS","GOBP",94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS","GOBP",204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_BETA_T_CELL_ACTIVATION","GOBP",158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION","GOBP",111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_BETA_T_CELL_PROLIFERATION","GOBP",40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_KETOGLUTARATE_TRANSPORT","GOBP",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOBP_ALPHA_LINOLENIC_ACID_METABOLIC_PROCESS","GOBP",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
