gene_id,p22074-s001,p22074-s002,p22074-s003,p22074-s004,p22074-s005,p22074-s006,p22074-s007,p22074-s008,p22074-s009,p22074-s010,p22074-s011,p22074-s012
Gm44360,0,0,0,0,0,0,0,0,0,0,0,0
Sestd1,251,292,262,341,49,313,204,248,217,252,302,223
Gm13650,0,0,0,0,0,1,0,0,0,0,1,0
Gm13651,0,0,0,0,0,0,0,1,1,3,2,1
Gm13943,0,0,0,0,0,0,0,0,0,0,0,0
Gm13649,0,0,0,1,0,0,0,0,0,0,1,0
Zfp385b,304,383,369,383,70,398,352,393,338,358,403,211
Gm13944,0,1,0,0,0,1,0,0,0,0,0,0
Gm13661,0,0,0,0,0,0,0,0,0,0,0,0
Gm13727,0,0,0,0,0,0,0,0,0,0,0,0
Cwc22,356,478,368,401,78,430,557,556,520,681,649,480
Gm13726,0,0,0,0,0,0,0,0,0,0,0,0
X4930440I19Rik,0,0,0,0,0,0,0,0,0,0,0,1
Gm14461,0,0,0,0,0,0,0,0,0,0,0,0
Gm14460,0,0,0,0,0,0,0,0,0,0,0,0
Gm23149,0,0,0,0,0,0,0,0,0,0,0,0
Gm14464,0,0,0,0,0,0,0,0,0,0,0,0
Gm14463,0,0,0,0,0,0,0,0,0,0,0,0
Gm17014,0,0,0,0,0,0,0,0,0,0,0,0
Ube2e3,1131,1232,1156,1083,136,1000,1198,1225,996,1326,1292,1054
Gm37004,0,0,0,0,0,0,0,0,0,0,0,0
Gm14466,0,0,0,0,0,0,0,0,0,0,0,0
Gm14469,0,0,0,0,0,0,0,0,0,0,0,0
Gm14465,0,0,0,0,0,0,0,0,0,0,0,0
Itga4,6,2,3,3,0,2,1,2,5,3,0,1
Cerkl,5,5,4,7,1,4,3,5,11,8,8,12
Gm22606,0,0,0,0,0,0,0,0,0,0,0,0
Gm13673,0,1,0,0,0,0,2,0,3,0,0,0
Neurod1,0,0,0,0,0,0,0,0,0,0,0,0
Itprid2,1087,1297,1039,1824,264,1479,1741,1826,1650,1954,1772,1318
Ppp1r1c,0,0,0,0,0,0,0,0,0,0,0,0
Pde1a,0,5,2,4,0,0,8,0,2,2,7,0
Gm13674,0,0,0,0,0,0,0,0,0,0,0,0
Prdx6b,4,8,12,10,5,10,9,1,0,0,5,1
Dnajc10,2523,2589,2467,2685,464,2722,2446,2702,2382,2956,3202,2256
Gm13752,0,0,0,0,0,0,0,0,0,0,0,0
Frzb,0,3,1,3,0,4,11,0,2,8,6,9
Gm13687,0,2,0,1,0,0,0,0,0,0,0,1
Nckap1,9058,11267,8788,11504,1725,10005,12283,13215,12158,13953,14406,10039
Gm13689,0,2,0,5,0,2,1,0,3,2,4,1
Gm24461,0,0,0,0,0,0,0,0,0,0,0,0
Gm13688,0,3,1,3,0,0,1,4,3,5,2,2
Dusp19,73,54,89,24,6,40,75,63,43,70,66,44
Nup35,297,310,316,276,38,266,356,432,320,396,439,231
Mir684.1,0,0,1,2,0,0,1,0,0,0,1,1
Gm13690,1,0,0,1,0,1,0,0,0,0,0,0
Gm25420,0,0,0,0,0,0,0,0,0,0,0,0
Gm4735,115,173,118,688,28,145,127,123,252,322,265,168
Gm22652,0,0,0,0,0,0,0,0,0,0,0,0
Gm13700,0,0,0,0,0,0,0,0,0,0,0,0
Gm13755,0,0,0,0,0,0,0,0,0,0,0,0
Gm13756,0,0,0,0,0,0,0,0,0,0,0,0
Gm23452,0,0,0,0,0,0,0,0,0,0,0,0
Gm23900,0,0,0,0,0,0,0,0,0,0,0,0
Zfp804a,0,0,0,0,0,0,0,0,0,0,0,0
Gm13677,0,0,0,0,0,0,0,0,0,0,0,0
A130030D18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13675,2,1,0,2,0,1,1,2,3,0,0,2
Gm13676,0,0,0,0,0,0,0,0,0,0,0,0
Gm13678,0,0,0,0,0,0,0,0,0,0,0,0
Fsip2,0,0,0,0,0,0,0,0,0,0,0,0
Gm28675,0,0,0,0,0,0,0,0,0,0,0,0
Gm13680,9,11,11,36,0,16,8,11,7,20,10,5
Gm13679,1,5,4,3,0,3,3,2,0,0,1,1
Gm13682,0,0,0,0,0,0,0,0,0,0,0,0
Gm13681,0,0,0,0,0,0,0,0,0,0,0,0
Gm13683,0,0,0,0,0,0,0,0,0,0,0,0
Gm13685,4,5,7,7,0,9,7,4,2,4,2,2
Zc3h15,1780,2005,1841,2166,334,2038,2085,2317,1923,2406,2357,1693
Gm13686,0,0,0,0,0,0,0,0,0,0,0,0
Itgav,2141,2205,2059,3395,503,3034,2394,2523,2014,2767,2753,2119
Gm13684,19,10,8,21,6,20,9,21,12,23,17,11
Dnmt3l.ps1,0,0,0,0,0,0,1,0,0,0,0,1
Fam171b,117,165,149,103,23,96,52,55,35,52,81,56
Zswim2,0,0,0,0,0,0,0,0,1,0,0,0
Gm13698,0,0,0,0,0,0,0,0,0,0,0,0
Gm13693,0,0,0,0,0,0,0,0,0,0,0,0
Gm13695,0,0,0,0,0,0,0,0,0,0,0,0
Gm13696,0,0,0,0,0,0,0,0,0,0,0,0
Gm13694,0,0,0,0,0,0,0,0,0,0,0,0
Gm13697,0,0,0,0,0,0,0,0,0,0,0,0
Gm13691,0,0,0,0,0,0,0,0,0,0,0,0
Gm13692,0,0,0,0,0,0,0,0,0,0,0,0
Gm13702,0,0,0,0,0,0,0,0,0,0,0,0
Gm25972,0,0,0,0,0,0,0,0,0,0,0,0
Gm13711,0,0,0,0,0,0,0,0,0,0,0,0
Calcrl,43,41,44,60,14,38,61,32,47,63,43,34
Tfpi,6,11,16,16,0,11,10,4,13,12,11,23
Gm13710,0,0,1,0,0,0,0,3,0,1,0,0
AL928616.2,0,0,0,0,0,0,0,0,0,0,0,0
AL928616.1,1,1,0,4,0,1,0,2,0,3,2,2
Ctnnd1,319,308,430,363,58,419,326,354,208,291,306,285
Gm28635,0,0,0,0,0,0,0,0,0,0,0,0
Btbd18,3,5,0,4,0,2,3,0,1,0,2,0
Selenoh,139,147,176,175,35,159,154,129,96,105,130,119
Tmx2,1929,2061,2289,1930,303,1647,2202,2245,1898,2710,2486,1945
Med19,504,636,549,544,90,577,534,562,496,635,649,464
Zdhhc5,4439,5166,4333,5108,780,4744,4917,5113,4589,5875,6055,4509
n.R5s200,0,0,0,0,0,0,0,0,2,0,0,0
Gm27942,0,0,0,1,0,0,0,0,0,3,1,3
Clp1,991,1059,975,1139,150,891,987,1016,865,1232,1196,903
Ypel4,22,16,19,9,0,9,29,36,27,38,6,30
Mir130a,0,0,0,0,0,0,0,0,0,0,0,0
Gm19426,2,3,1,0,0,6,2,1,0,6,1,1
Serping1,23439,26228,25022,23328,3525,17925,28405,26817,23745,32411,30950,21815
Ube2l6,3626,4326,4099,2910,487,2542,4195,4511,3842,5554,5179,3881
Smtnl1,0,0,0,0,0,0,0,0,0,0,0,0
Timm10,1272,1390,1436,1721,266,1792,1539,1427,1083,1438,1510,1157
Slc43a1,22,59,37,24,3,43,38,40,32,34,39,35
Rtn4rl2,0,0,4,0,0,0,1,0,0,0,0,1
Gm24332,0,0,0,0,0,0,0,0,0,0,0,0
Slc43a3,67,93,68,48,9,62,88,84,64,109,101,71
Prg2,0,0,0,0,0,0,0,0,0,0,0,0
Prg3,0,0,0,0,0,0,0,0,0,0,0,0
P2rx3,1,3,11,9,1,4,13,1,6,7,8,7
Ssrp1,3914,4782,3970,3897,569,3552,4605,4394,4193,5691,5473,3730
Tnks1bp1,579,908,462,790,123,781,824,898,788,1228,896,671
X4930443O20Rik,0,2,0,1,0,0,0,2,0,0,0,0
Aplnr,0,0,0,0,0,0,0,0,0,0,0,0
Gm13712,0,0,4,1,0,0,0,0,0,0,1,0
Gm13713,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc55,0,0,0,0,0,0,0,0,0,2,0,0
Gm13716,0,0,0,0,0,0,0,0,0,0,0,0
Gm13715,0,0,0,0,1,0,0,0,0,0,0,0
Gm13714,0,0,0,0,0,0,0,0,0,0,0,0
Olfr987,0,0,0,0,0,0,0,0,0,0,0,0
Olfr988,0,0,0,0,0,0,0,0,0,0,0,0
Olfr989.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr990.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr991.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr992,0,0,0,0,0,0,0,0,0,0,0,0
Olfr993,0,0,0,0,0,0,0,0,0,0,0,0
Gm23716,0,0,0,0,0,0,0,0,0,0,0,0
Olfr994,0,0,0,0,0,0,0,0,0,0,0,0
Olfr995,0,0,0,0,0,0,0,0,0,0,0,0
Fads2b,0,0,0,0,0,0,0,0,0,0,0,0
Olfr996,0,0,0,0,0,0,0,0,0,0,0,0
Olfr997.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr998,0,0,0,0,0,0,0,0,0,0,0,0
Olfr999.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1000,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1001.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1002,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1003.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1004.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr154,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1005.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1006,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1007.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1008,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1009,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1010,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1012,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1013,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1014,0,0,0,0,0,0,0,0,0,0,0,0
Gm49332,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1015,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1016,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1017.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm13720,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1018,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1019,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1020,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1021.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1022,0,0,0,0,0,0,0,0,0,0,0,0
Gm24037,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1023,0,0,0,0,0,0,0,0,0,0,0,0
Gm40020,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1024,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1025.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1026,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1027.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1028,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1029,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1030,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1031,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1032,0,1,0,0,0,0,0,0,0,0,0,0
Olfr1033,45,57,48,33,12,37,12,34,35,39,35,28
Olfr1034,0,2,0,2,0,0,0,0,0,0,0,0
Olfr1035.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1036,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1037,0,0,0,0,0,0,0,0,0,0,0,1
Gm13722,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1038.ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1041.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1042,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0
Olfr52,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1048,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1050.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1051,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1052,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1053,0,0,0,0,0,0,0,0,0,0,0,0
Gm13719,1,0,0,1,0,1,0,0,0,0,0,0
Olfr1054,0,0,0,0,0,0,0,0,0,0,0,0
Gm48554,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1055,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1056,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1057,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1058,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1059.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm20734,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1060.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1061,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1063.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1064.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1069.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm48628,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1070.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr228,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1073.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1073.ps1.1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1075.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm5023,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1076,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1077.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1078.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1079,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1081.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1083.ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1088.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1089,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1090,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1091.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1092.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1093,0,0,0,0,0,0,0,0,0,0,0,0
Olfr141,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1094,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0,0,0,0,0,0,0
Gm13723,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0
Gm48002,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1099,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1100,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1101,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1102,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1103.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1104,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1105,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1106,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1107,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1108.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1109,0,0,0,0,0,0,0,0,0,0,0,0
Olfr259,0,0,0,0,0,0,0,0,0,0,0,0
Gm13733,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1110,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1111,0,0,0,0,0,0,0,0,0,0,0,0
Nlk.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1112,0,0,0,0,0,0,0,0,0,0,0,0
Gm13730,0,0,1,0,0,0,0,0,0,0,0,0
Olfr1113,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1114.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm13735,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1115,0,0,0,0,0,0,0,0,0,0,0,0
Gm27438,0,0,0,0,0,0,0,0,0,0,0,0
Gm13732,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1116,0,0,0,0,0,0,0,0,0,0,0,0
Gm13728,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1117.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm13729,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1118,0,0,0,0,0,0,0,0,0,0,0,0
Gm13737,0,0,0,0,0,0,0,0,0,0,0,0
Gm13731,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1119.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1120,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1121,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1122,0,0,0,0,0,0,0,0,0,0,0,0
Gm1826,4,3,8,22,0,4,3,2,5,5,4,3
Olfr1123,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1124,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1126,0,0,0,0,0,0,0,0,0,0,0,0
Pramel7,0,0,0,0,0,0,0,0,0,0,0,0
Pramel6,0,0,0,0,0,0,0,0,0,0,0,0
Gm13738,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1127.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Gm13736,3,4,3,16,0,1,2,4,4,3,7,4
Olfr153,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1128,0,0,0,0,0,0,0,0,0,0,0,0
Gm13740,0,0,1,0,0,0,0,0,0,0,0,0
Gm13744,0,0,0,0,0,2,0,0,0,0,0,0
Gm13743,0,0,0,0,1,2,1,1,0,2,0,1
Olfr1129,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1130,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1131,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1132,0,0,0,0,0,0,0,0,0,0,0,0
Gm13742,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1133,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1134,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1135,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1136,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1137,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1138,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1140,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1139.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1141,0,0,0,0,0,0,0,0,0,0,0,0
Olfr152,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1142.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1143,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1144.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1145,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1146.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1147.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1148,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1149.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1150.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1151,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1152,0,0,0,0,0,0,0,0,0,0,0,0
Gm13745,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1153,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1154,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1155,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1156,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1157,0,0,0,0,0,0,0,0,0,0,0,0
Olfr74,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1158,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1159.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1160,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1161,0,0,0,0,0,0,0,0,0,0,0,0
Olfr73,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1162,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1163,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1164,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1165.ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1166,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1167,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1168,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1169.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1170,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1171.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1172.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1173,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1174,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1175,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1176,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1177.ps,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1178,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1179,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1180,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1181,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1182,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1183,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1184,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1185.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1186,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1187.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1188,0,0,0,0,0,0,0,0,0,0,0,0
Gm13758,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1189,0,0,0,0,0,0,0,0,0,0,0,0
Gm47581,0,0,0,0,0,0,0,0,0,0,0,0
Olfr475.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1191.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1192.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1193,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1195,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1196,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1197,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1198,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1199,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1200,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1201,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1202,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1205,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1204,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1206,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1208,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1209,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1211,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1212,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1213,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1214,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1215,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1216,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1217,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1218,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1219,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1220,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1221,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1222,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1223,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1224.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1225,0,0,0,0,0,0,0,0,0,0,0,0
Gm13761,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1226,0,0,0,0,0,0,0,0,0,0,0,0
Gm5035,0,0,0,0,0,0,0,0,0,0,0,0
Gm18164,0,0,0,0,0,0,0,0,0,0,0,0
Gm18165,0,0,0,0,0,0,0,0,0,0,0,0
Gm18166,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1227.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1228,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1229,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1231,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1232,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1233,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1234,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1235.ps1,0,0,0,0,0,0,0,0,0,0,0,0
AL929555.1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1238,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1239,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1240,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1241,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1242,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1243,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1244.ps1,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1245,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1246,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1247,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1248,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1249,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1250,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1251,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1252,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1253,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1254,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1255,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1256,0,0,0,0,0,0,0,0,0,0,0,0
Olfr48,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1257,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1258,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1259,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1262,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0,0,0,0,0
